epoch,acc,loss,val_acc,val_loss
0,0.11000000163912774,2.4675146460533144,0.11000000312924385,2.4757025957107546
1,0.13750000223517417,2.4371429681777954,0.14000000152736902,2.486677312850952
2,0.21250000260770321,2.3414600610733034,0.15250000208616257,2.4021886348724366
3,0.2400000009685755,2.181760334968567,0.23250000402331353,2.3182852387428285
4,0.2650000028312206,2.0885356247425078,0.3075000006705523,2.0150159001350403
5,0.35499999970197677,1.8723965644836427,0.3849999990314245,1.8328946232795715
6,0.4250000059604645,1.7440244436264039,0.355000001937151,2.088631570339203
7,0.4125,1.7326923668384553,0.4150000035762787,1.7006204962730407
8,0.42749999910593034,1.7196580111980437,0.4825000032782555,1.6714261531829835
9,0.4625,1.648019951581955,0.4275000043213367,1.8220494270324707
10,0.46999999769032,1.5838868379592896,0.4549999967217445,1.7314427137374877
11,0.5275000050663948,1.4945523858070373,0.5299999997019768,1.4415067940950395
12,0.47999999970197677,1.5995944797992707,0.5149999976158142,1.5800858706235885
13,0.5200000017881393,1.3971441507339477,0.5399999991059303,1.559152102470398
14,0.5250000014901162,1.555669590830803,0.5625000059604645,1.4539978921413421
15,0.530000002682209,1.4867255836725235,0.6200000002980233,1.2924616307020187
16,0.5625000029802323,1.3669127017259597,0.6224999979138375,1.2422046512365341
17,0.5550000056624412,1.3599520087242127,0.6225000038743019,1.190578144788742
18,0.5599999979138375,1.3622078716754913,0.6200000092387199,1.246827816963196
19,0.5700000047683715,1.3213129788637161,0.6325000032782555,1.2149738192558288
20,0.602499996125698,1.2172023564577104,0.6300000086426735,1.2398153871297837
21,0.5974683550339711,1.3468977348713935,0.6325000047683715,1.1892444372177124
22,0.5675000011920929,1.3121614038944245,0.6625000089406967,1.137594348192215
23,0.585000005364418,1.2902836680412293,0.647500003874302,1.189780130982399
24,0.6375,1.1943487763404845,0.6825000047683716,1.1255040287971496
25,0.630000002682209,1.1338645756244659,0.6275000050663948,1.2670380234718324
26,0.5849999979138374,1.270459032058716,0.6775000035762787,1.1454187884926796
27,0.6299999997019767,1.2022748678922652,0.6674999997019768,1.114817476272583
28,0.6724999994039536,1.059158605337143,0.6899999976158142,1.0393888503313065
29,0.6400000020861626,1.122500044107437,0.5950000047683716,1.4145245254039764
30,0.6674999982118607,1.047288852930069,0.6725000008940697,1.0612262561917305
31,0.625,1.110535952448845,0.6849999994039535,1.097129176557064
32,0.6550000041723252,1.034409160912037,0.6474999994039535,1.1760958284139633
33,0.6224999979138375,1.1856720268726348,0.6899999946355819,1.047697624564171
34,0.6974999934434891,1.0074682086706161,0.7224999994039536,0.9846708923578262
